SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,3,5,13,037,Georgia,Calhoun County,5575,5574,5541,5474,5457,-1,-33,-67,-17,13,37,36,45,19,66,68,65,-6,-29,-32,-20,0,0,1,3,6,-6,-34,0,6,-6,-33,3,-1,2,-2,0,1618,1610,1661,1679,1683,6.6576698156,6.5365410803,8.2334644589,11.875843455,12.346799818,11.892781996,-5.218173639,-5.810258738,-3.659317537,0,0.1815705856,0.5488976306,-1.079622132,-6.173399909,0,-1.079622132,-5.991829324,0.5488976306
050,3,5,13,039,Georgia,Camden County,54772,54931,55786,56971,58118,159,855,1185,1147,170,713,732,767,99,469,529,491,71,244,203,276,1,2,14,35,78,599,961,832,79,601,975,867,9,10,7,4,2202,2200,2277,2257,2243,12.87968424,12.983672854,13.328815091,8.4720503626,9.3830094806,8.5325270008,4.4076338774,3.6006633734,4.7962880901,0.0361281465,0.248321612,0.608224939,10.820379887,17.045504935,14.458375692,10.856508034,17.293826547,15.066600631
050,3,5,13,043,Georgia,Candler County,10988,11022,10947,10962,11059,34,-75,15,97,27,138,148,145,36,242,211,195,-9,-104,-63,-50,0,2,-2,-2,42,21,87,148,42,23,85,146,1,6,-7,1,303,303,260,258,280,12.563157176,13.510429504,13.169247536,22.031043743,19.261490712,17.710367377,-9.467886567,-5.751061208,-4.54111984,0.1820747417,-0.182573372,-0.181644794,1.9117847877,7.9419416678,13.441714727,2.0938595293,7.7593682961,13.260069933
050,3,5,13,045,Georgia,Carroll County,119151,119498,121595,124530,127098,347,2097,2935,2568,395,1490,1522,1567,320,1398,1437,1270,75,92,85,297,0,36,135,143,250,1983,2631,2131,250,2019,2766,2274,22,-14,84,-3,3352,3302,2956,3132,3061,12.360375457,12.36769934,12.454893732,11.597184489,11.676993398,10.094266139,0.7631909678,0.6907059421,2.3606275931,0.2986399439,1.0970035551,1.1365984708,16.450083578,21.379380396,16.937701687,16.748723522,22.476383951,18.074300157
050,3,5,13,047,Georgia,Catoosa County,67874,68006,68436,68836,68910,132,430,400,74,169,692,738,573,192,927,929,816,-23,-235,-191,-243,0,-11,-15,-13,143,649,612,327,143,638,597,314,12,27,-6,3,377,377,380,484,485,10.1435042,10.752374847,8.319660825,13.588191319,13.535171047,11.84789395,-3.44468712,-2.7827962,-3.528233125,-0.161240674,-0.218544204,-0.188753212,9.5131997479,8.9166035317,4.7478692666,9.3519590742,8.6980593275,4.5591160542
050,3,5,13,049,Georgia,Charlton County,12516,12534,12820,12788,12934,18,286,-32,146,18,113,117,122,34,173,171,154,-16,-60,-54,-32,0,5,1,1,33,355,30,174,33,360,31,175,1,-14,-9,3,2419,2420,2498,2505,2507,8.913780863,9.137769447,9.486043076,13.646761852,13.3552015,11.974185522,-4.732980989,-4.217432052,-2.488142446,0.3944150824,0.0781005936,0.0777544514,28.003470853,2.3430178069,13.529274551,28.397885935,2.4211184005,13.607029002
050,3,5,13,051,Georgia,Chatham County,295291,295089,295690,301025,303655,-202,601,5335,2630,853,3412,3644,3676,705,3060,3235,2829,148,352,409,847,23,235,739,811,-439,-173,3968,972,-416,62,4707,1783,66,187,219,0,13974,13955,13001,13150,13396,11.550850657,12.213535775,12.158497056,10.359203695,10.8426971,9.3570152808,1.191646961,1.3708386751,2.8014817755,0.7955597609,2.4768943298,2.6824105312,-0.585667398,13.299481327,3.214923596,0.2098923625,15.776375657,5.8973341271
050,3,5,13,053,Georgia,Chattahoochee County,9566,9475,9044,8746,8661,-91,-431,-298,-85,44,162,178,174,15,33,39,38,29,129,139,136,15,-19,25,46,-120,-515,-478,-262,-105,-534,-453,-216,-15,-26,16,-5,2208,2205,2195,2114,2112,17.495545116,20.011242271,19.991957259,3.5639073384,4.3844856661,4.3660596312,13.931637777,15.626756605,15.625897627,-2.051946649,2.8105677347,5.2852300799,-55.61855392,-53.73805509,-30.10283219,-57.67050057,-50.92748735,-24.81760211
050,3,5,13,055,Georgia,Chattooga County,24970,24925,24844,24962,25222,-45,-81,118,260,57,258,256,247,87,390,400,375,-30,-132,-144,-128,0,9,33,33,-19,26,234,353,-19,35,267,386,4,16,-5,2,1226,1204,1159,1222,1241,10.367899697,10.279885958,9.8437749083,15.672406518,16.062321809,14.945002391,-5.304506822,-5.782435851,-5.101227483,0.3616709196,1.3251415492,1.3151602104,1.0448271012,9.396458258,14.068228918,1.4064980209,10.721599807,15.383389128
050,3,5,13,057,Georgia,Cherokee County,266594,268156,274732,281194,286602,1562,6576,6462,5408,692,2770,3021,2944,451,2208,2298,1984,241,562,723,960,7,169,407,450,1363,5990,5206,3993,1370,6159,5613,4443,-49,-145,126,5,2244,2244,1912,2161,2219,10.204683102,10.868352982,10.369921592,8.1342744728,8.2672873728,6.9884254204,2.0704086294,2.6010656095,3.3814961712,0.6225961893,1.4642236557,1.5850763302,22.067166708,18.729111428,14.064910637,22.689762898,20.193335084,15.649986967
050,3,5,13,059,Georgia,Clarke County,128670,128551,129206,129726,129933,-119,655,520,207,319,1295,1296,1331,206,906,979,888,113,389,317,443,2,162,403,443,-258,39,-120,-672,-256,201,283,-229,24,65,-80,-7,10084,10076,10308,10855,11360,10.048223715,10.010350208,10.251907309,7.0298769772,7.5618309054,6.8397398126,3.0183467374,2.4485193024,3.4121674966,1.2569978701,3.1127863686,3.4121674966,0.3026105984,-0.926884278,-5.176019318,1.5596084684,2.1859020901,-1.763851821
050,3,5,13,061,Georgia,Clay County,2845,2828,2867,2853,2853,-17,39,-14,0,5,21,27,28,17,40,55,45,-12,-19,-28,-17,0,3,6,6,-3,55,10,10,-3,58,16,16,-2,0,-2,1,54,54,54,54,54,7.3748902546,9.4405594406,9.8142306344,14.047410009,19.230769231,15.772870662,-6.672519754,-9.79020979,-5.958640028,1.0535557507,2.0979020979,2.1030494217,19.315188762,3.4965034965,3.5050823694,20.368744513,5.5944055944,5.6081317911
050,3,5,13,063,Georgia,Clayton County,299403,299439,299210,298399,298300,36,-229,-811,-99,1004,3894,3895,3596,567,2507,2615,2194,437,1387,1280,1402,9,283,717,859,-493,-2022,-2734,-2364,-484,-1739,-2017,-1505,83,123,-74,4,4999,4996,5026,5171,5101,13.00929259,13.03527892,12.052978135,8.3755255584,8.7515415598,7.3537914426,4.6337670321,4.28373736,4.6991866921,0.9454621991,2.3995622556,2.8791735867,-6.755210482,-9.149795267,-7.923592967,-5.809748283,-6.750233012,-5.044419381
050,3,5,13,065,Georgia,Clinch County,6741,6720,6702,6679,6746,-21,-18,-23,67,21,94,92,94,24,119,96,85,-3,-25,-4,9,0,2,4,4,-17,-1,-18,55,-17,1,-14,59,-1,6,-5,-1,163,163,163,163,163,14.006854418,13.750840744,14.003724395,17.732081657,14.348703385,12.662942272,-3.725227239,-0.597862641,1.3407821229,0.2980181791,0.5978626411,0.5959031657,-0.14900909,-2.690381885,8.1936685289,0.1490090896,-2.092519244,8.7895716946
050,3,5,13,067,Georgia,Cobb County,766112,766378,766662,771840,776743,266,284,5178,4903,2064,8411,8758,8847,1359,5523,5594,4858,705,2888,3164,3989,77,1256,3432,3861,-745,-4232,-937,-3010,-668,-2976,2495,851,229,372,-481,63,9755,9697,8219,10078,10307,10.972968742,11.385100572,11.425929382,7.2052914471,7.2720087462,6.2741228594,3.7676772948,4.1130918257,5.1518065225,1.638574336,4.461482663,4.9864941046,-5.521056202,-1.218067965,-3.887424826,-3.882481866,3.2434146982,1.0990692782
050,3,5,13,069,Georgia,Coffee County,43092,43060,43046,43247,43317,-32,-14,201,70,126,577,575,566,135,564,551,498,-9,13,24,68,0,20,56,86,-36,-68,134,-88,-36,-48,190,-2,13,21,-13,4,3096,3096,2712,3037,2897,13.402085801,13.326689303,13.077029712,13.100132395,12.77044488,11.505937803,0.3019534063,0.5562444231,1.5710919089,0.4645437019,1.2979036538,1.9869691789,-1.579448587,3.1056980288,-2.033177764,-1.114904885,4.4036016826,-0.046208586
050,3,5,13,071,Georgia,Colquitt County,45892,45891,45763,45830,46167,-1,-128,67,337,148,598,622,622,143,646,630,577,5,-48,-8,45,2,60,175,208,-20,-162,-70,84,-18,-102,105,292,12,22,-30,0,866,866,736,955,907,13.049075872,13.581823939,13.522180071,14.096493334,13.756509777,12.543887301,-1.047417461,-0.174685838,0.9782927704,1.3092718267,3.8212527158,4.5218865833,-3.535033932,-1.528501086,1.8261465048,-2.225762105,2.2927516295,6.348033088
050,3,5,13,073,Georgia,Columbia County,156013,156865,159662,162471,165162,852,2797,2809,2691,448,1781,1865,1835,296,1341,1364,1211,152,440,501,624,13,64,218,246,686,2286,2110,1840,699,2350,2328,2086,1,7,-20,-19,1237,1237,984,1221,1257,11.253384387,11.579068273,11.201557841,8.4732108161,8.4685518093,7.3924177357,2.7801735713,3.1105164637,3.8091401049,0.4043888831,1.3534782217,1.5016802337,14.444265418,13.100179119,11.232079797,14.848654301,14.45365734,12.73376003
050,3,5,13,075,Georgia,Cook County,17232,17236,17262,17409,17714,4,26,147,305,47,191,217,222,62,241,236,238,-15,-50,-19,-16,0,23,58,57,17,41,110,264,17,64,168,321,2,12,-2,0,273,273,274,273,272,11.073105687,12.517666061,12.641289184,13.971824454,13.613682905,13.552373089,-2.898718766,-1.096016844,-0.911083905,1.3334106325,3.3457356292,3.245736412,2.3769493884,6.3453606761,15.032884435,3.7103600209,9.6910963053,18.278620847
050,3,5,13,077,Georgia,Coweta County,146163,146747,149973,152879,155892,584,3226,2906,3013,380,1513,1658,1688,306,1453,1527,1321,74,60,131,367,6,107,189,203,505,3117,2515,2452,511,3224,2704,2655,-1,-58,71,-9,855,855,767,997,951,10.198166622,10.949242534,10.933669289,9.7937449447,10.084133504,8.5565030395,0.404421677,0.8651090302,2.3771662494,0.7212186573,1.2481344023,1.3148903232,21.00970612,16.608772602,15.882320555,21.730924778,17.856907004,17.197210878
050,3,5,13,079,Georgia,Crawford County,12128,12103,12139,12169,12277,-25,36,30,108,34,93,118,100,49,192,218,202,-15,-99,-100,-102,0,0,-1,0,-11,132,130,211,-11,132,129,211,1,3,1,-1,152,152,152,125,125,7.6726342711,9.7087378641,8.1812975538,15.840277205,17.936481817,16.526221059,-8.167642934,-8.227743953,-8.344923505,0,-0.08227744,0,10.890190578,10.696067138,17.262537839,10.890190578,10.613789699,17.262537839
050,3,5,13,081,Georgia,Crisp County,20128,20053,20000,19729,19631,-75,-53,-271,-98,61,249,236,242,83,402,305,282,-22,-153,-69,-40,0,0,-3,-3,-50,89,-197,-53,-50,89,-200,-56,-3,11,-2,-2,413,413,583,421,413,12.433525579,11.880490322,12.296747967,20.073402741,15.354023509,14.329268293,-7.639877163,-3.473533187,-2.032520325,0,-0.151023182,-0.152439024,4.4441115522,-9.917188955,-2.693089431,4.4441115522,-10.06821214,-2.845528455
050,3,5,13,083,Georgia,Dade County,16249,16239,16221,16090,16165,-10,-18,-131,75,36,139,151,126,53,262,238,230,-17,-123,-87,-104,0,2,6,6,4,92,-41,176,4,94,-35,182,3,11,-9,-3,808,808,696,633,567,8.5643869378,9.3466621274,7.8127422105,16.142945163,14.731825075,14.261354829,-7.578558226,-5.385162948,-6.448612618,0.123228589,0.3713905481,0.3720353434,5.6685150955,-2.537835412,10.913036738,5.7917436845,-2.166444864,11.285072082
050,3,5,13,085,Georgia,Dawson County,26796,27059,28498,30189,31732,263,1439,1691,1543,64,309,325,333,63,301,317,298,1,8,8,35,0,1,19,21,290,1508,1572,1489,290,1509,1591,1510,-28,-78,92,-2,117,117,117,125,119,11.123710784,11.075706715,10.755640251,10.835718271,10.803073935,9.6251675522,0.2879925122,0.2726327807,1.1304726991,0.035999064,0.6475028541,0.6782836195,54.286588549,53.572341404,48.093538541,54.322587613,54.219844259,48.77182216
050,3,5,13,087,Georgia,Decatur County,29368,29326,29091,29019,29087,-42,-235,-72,68,59,372,338,351,98,416,404,377,-39,-44,-66,-26,0,4,5,10,-10,-205,5,84,-10,-201,10,94,7,10,-16,0,817,817,815,780,911,12.736018625,11.63310962,12.081368533,14.24242943,13.904663569,12.976284721,-1.506410805,-2.271553949,-0.894916188,0.1369464368,0.1720874204,0.3441985337,-7.018504887,0.1720874204,2.8912676832,-6.88155845,0.3441748408,3.2354662169
050,3,5,13,089,Georgia,DeKalb County,764425,764489,759113,761779,762992,64,-5376,2666,1213,2506,9888,10058,10127,1441,6060,6125,5199,1065,3828,3933,4928,150,1754,4197,4427,-1407,-10973,-5019,-8049,-1257,-9219,-822,-3622,256,15,-445,-93,10897,10952,11146,11733,12451,12.979767682,13.226448689,13.283306149,7.9548333489,8.0544838161,6.8193846814,5.0249343332,5.1719648732,6.4639214676,2.3024385634,5.5191295634,5.8067736073,-14.40402415,-6.600074167,-10.55765095,-12.10158558,-1.080944604,-4.750877345
050,3,5,13,091,Georgia,Dodge County,20001,19949,19734,19873,19776,-52,-215,139,-97,40,189,187,182,64,346,320,291,-24,-157,-133,-109,0,3,16,20,-31,-70,252,-7,-31,-67,268,13,3,9,4,-1,1761,1761,1661,1834,1803,9.5254895043,9.442775267,9.1805594088,17.438197717,16.158759815,14.678806527,-7.912708213,-6.715984548,-5.498247118,0.1511982461,0.8079379908,1.0088526823,-3.527959076,12.725023354,-0.353098439,-3.37676083,13.532961345,0.6557542435
050,3,5,13,093,Georgia,Dooly County,11209,11156,10869,10585,10981,-53,-287,-284,396,21,91,97,98,56,192,169,158,-35,-101,-72,-60,0,5,15,39,-15,-187,-242,411,-15,-182,-227,450,-3,-4,15,6,1774,1794,1749,1462,1772,8.2633371169,9.042602778,9.0883798572,17.434733258,15.75463783,14.652694055,-9.171396141,-6.712035052,-5.564314198,0.4540295119,1.3983406358,3.6168042289,-16.98070375,-22.55989559,38.115552258,-16.52667423,-21.16155495,41.732356487
050,3,5,13,095,Georgia,Dougherty County,85793,85155,82235,82895,82645,-638,-2920,660,-250,268,1108,1061,1101,383,1147,1186,1066,-115,-39,-125,35,1,14,49,70,-471,-2715,681,-359,-470,-2701,730,-289,-53,-180,55,4,3230,3053,621,2356,2432,13.238544716,12.850481439,13.301920986,13.704522373,14.364440138,12.879062462,-0.465977657,-1.513958699,0.4228585236,0.1672740307,0.5934718101,0.8457170472,-32.43921381,8.2480469933,-4.337320285,-32.27193978,8.8415188034,-3.491603238
050,3,5,13,097,Georgia,Douglas County,144310,144648,145748,147453,149160,338,1100,1705,1707,390,1636,1700,1698,302,1295,1302,1142,88,341,398,556,1,75,218,233,200,593,1129,932,201,668,1347,1165,49,91,-40,-14,887,887,571,823,781,11.267372829,11.596140532,11.44926217,8.9188556316,8.8812793954,7.7002693746,2.3485171972,2.7148611362,3.7489927953,0.5165360404,1.4870344917,1.5710707218,4.0840782931,7.7012015648,6.2842828871,4.6006143335,9.1882360565,7.8553536089
050,3,5,13,099,Georgia,Early County,10849,10794,10635,10560,10563,-55,-159,-75,3,33,98,113,117,63,187,187,175,-30,-89,-74,-58,0,0,0,0,-25,-67,4,60,-25,-67,4,60,0,-3,-5,1,100,100,178,181,183,9.146483737,10.662892192,11.077971879,17.452984274,17.645671149,16.569616058,-8.306500537,-6.982778957,-5.491644179,0,0,0,-6.253208269,0.3774475112,5.68101122,-6.253208269,0.3774475112,5.68101122
050,3,5,13,101,Georgia,Echols County,3704,3721,3698,3686,3709,17,-23,-12,23,14,46,49,49,5,55,36,35,9,-9,13,14,0,1,2,3,7,-18,-26,7,7,-17,-24,10,1,3,-1,-1,0,0,0,0,0,12.400593072,13.271939328,13.252197431,14.826796064,9.7508125677,9.4658553076,-2.426202992,3.5211267606,3.7863421231,0.2695781103,0.5417118093,0.8113590264,-4.852405985,-7.042253521,1.8931710615,-4.582827874,-6.500541712,2.7045300879
050,3,5,13,103,Georgia,Effingham County,64771,65169,66764,69034,71541,398,1595,2270,2507,194,836,848,847,110,611,666,597,84,225,182,250,1,4,11,10,314,1388,2008,2250,315,1392,2019,2260,-1,-22,69,-3,313,313,239,335,366,12.673099225,12.489138279,12.050506847,9.2622770649,9.8086864313,8.4936866441,3.4108221597,2.6804518476,3.5568202027,0.0606368384,0.1620053314,0.1422728081,21.040982923,29.573336868,32.011381825,21.101619762,29.735342199,32.153654633
050,3,5,13,105,Georgia,Elbert County,19638,19668,19571,19873,20013,30,-97,302,140,47,206,224,223,75,355,331,306,-28,-149,-107,-83,0,0,-3,3,58,40,402,220,58,40,399,223,0,12,10,0,217,217,181,217,218,10.499757894,11.357874455,11.181868325,18.094242973,16.783287699,15.343729629,-7.594485079,-5.425413244,-4.161861305,0,-0.15211439,0.1504287219,2.0387879406,20.383328263,11.031439603,2.0387879406,20.231213873,11.181868325
050,3,5,13,107,Georgia,Emanuel County,22770,22893,22899,22946,23119,123,6,47,173,65,297,287,288,72,388,385,338,-7,-91,-98,-50,0,3,10,21,148,78,132,200,148,81,142,221,-18,16,3,2,1150,1292,1305,1380,1495,12.971698113,12.52044934,12.504070335,16.946191474,16.795724725,14.67491588,-3.974493361,-4.275275384,-2.170845544,0.1310272537,0.4362525902,0.9117551286,3.4067085954,5.7585341913,8.6833821774,3.5377358491,6.1947867815,9.595137306
050,3,5,13,109,Georgia,Evans County,10773,10792,10697,10659,10754,19,-95,-38,95,46,118,120,122,21,177,146,133,25,-59,-26,-11,0,2,3,3,-8,-42,-10,104,-8,-40,-7,107,2,4,-5,-1,461,461,483,556,618,10.982363069,11.238059562,11.394946995,16.473544604,13.672972467,12.422360248,-5.491181535,-2.434912905,-1.027413254,0.1861417469,0.280951489,0.2802036146,-3.908976686,-0.936504963,9.7137253071,-3.722834939,-0.655553474,9.9939289217
050,3,5,13,111,Georgia,Fannin County,25321,25436,25797,25733,25955,115,361,-64,222,37,177,185,186,86,431,476,434,-49,-254,-291,-248,0,-1,-6,-3,188,643,222,476,188,642,216,473,-24,-27,11,-3,131,131,90,83,82,6.909609041,7.1802833301,7.1970283238,16.825093202,18.474674947,16.793066089,-9.915484161,-11.29439162,-9.596037765,-0.039037339,-0.232874054,-0.116081102,25.101009115,8.6163399961,18.418201517,25.061971776,8.3834659422,18.302120415
050,3,5,13,113,Georgia,Fayette County,119181,119491,120715,121981,123351,310,1224,1266,1370,214,828,906,916,266,1099,1169,1061,-52,-271,-263,-145,1,139,294,307,337,1306,1339,1236,338,1445,1633,1543,24,50,-104,-28,587,587,577,632,703,6.8940825791,7.4661304677,7.4674318882,9.150479172,9.6334509015,8.6495035299,-2.256396593,-2.167320434,-1.182071642,1.1573399499,2.4227840591,2.5027309931,10.873999817,11.03438046,10.076141718,12.031339767,13.457164519,12.578872711
050,3,5,13,115,Georgia,Floyd County,98582,98583,98487,99437,100113,1,-96,950,676,260,1104,1109,1119,293,1449,1431,1267,-33,-345,-322,-148,3,69,199,216,4,101,1057,608,7,170,1256,824,27,79,16,0,4431,4344,4104,4196,4200,11.204140661,11.206321618,11.215234277,14.705434617,14.460095794,12.698571787,-3.501293956,-3.253774176,-1.483337509,0.7002587913,2.0108728603,2.1648709597,1.0250164916,10.680867404,6.0937108494,1.7252752829,12.691740264,8.2585818091
050,3,5,13,117,Georgia,Forsyth County,251287,252901,260783,267312,272887,1614,7882,6529,5575,556,2341,2466,2411,340,1641,1769,1559,216,700,697,852,12,359,970,1061,1410,7002,4845,3704,1422,7361,5815,4765,-24,-179,17,-42,1284,1284,1278,1280,1298,9.1145529158,9.3392287373,8.926340108,6.3891419628,6.6995521639,5.7719470047,2.725410953,2.6396765733,3.1543931033,1.3977464745,3.6735814579,3.9281820218,27.261896419,18.348971303,13.713464853,28.659642893,22.02255276,17.641646875
050,3,5,13,119,Georgia,Franklin County,23424,23471,23510,24146,24782,47,39,636,636,67,265,276,279,76,382,367,341,-9,-117,-91,-62,0,10,36,36,54,133,654,668,54,143,690,704,2,13,37,-6,798,798,506,797,798,11.281156212,11.583011583,11.404512753,16.261893106,15.402048011,13.938848921,-4.980736894,-3.819036428,-2.534336167,0.425704008,1.5108275978,1.4715500327,5.6618633064,27.44670136,27.305428385,6.0875673144,28.957528958,28.776978417
050,3,5,13,121,Georgia,Fulton County,1066675,1069394,1062451,1073698,1079105,2719,-6943,11247,5407,2800,11142,11526,11842,2024,8215,8125,7153,776,2927,3401,4689,135,1886,4745,4986,1669,-11771,3366,-4327,1804,-9885,8111,659,139,15,-265,59,34137,34002,29220,32768,33461,10.452917543,10.791382062,11.001471105,7.7069392944,7.6071472542,6.6452898849,2.7459782489,3.1842348076,4.3561812205,1.7693594046,4.4425739965,4.6321005684,-11.04301673,3.1514655579,-4.019875483,-9.273657325,7.5940395544,0.6122250852
050,3,5,13,123,Georgia,Gilmer County,31349,31427,32106,32403,32860,78,679,297,457,80,293,304,297,91,464,490,424,-11,-171,-186,-127,0,18,21,20,102,868,439,563,102,886,460,583,-13,-36,23,1,208,170,257,242,249,9.2235531141,9.4250414671,9.1016349233,14.606582406,15.19167868,12.993579823,-5.383029292,-5.766637213,-3.8919449,0.5666346623,0.6510719434,0.6129047086,27.324382604,13.610503961,17.253267548,27.891017267,14.261575904,17.866172257
050,3,5,13,125,Georgia,Glascock County,2887,2899,2901,2928,2954,12,2,27,26,7,30,31,32,3,54,51,50,4,-24,-20,-18,0,0,0,0,9,26,47,45,9,26,47,45,-1,0,0,-1,73,73,54,51,56,10.344827586,10.636472808,10.880652839,18.620689655,17.49871333,17.001020061,-8.275862069,-6.862240522,-6.120367222,0,0,0,8.9655172414,16.126265226,15.300918055,8.9655172414,16.126265226,15.300918055
050,3,5,13,127,Georgia,Glynn County,84500,84482,84786,85145,86172,-18,304,359,1027,184,881,880,900,252,1124,1160,1032,-68,-243,-280,-132,0,51,93,114,37,455,559,1045,37,506,652,1159,13,41,-13,0,2323,2273,2176,2120,2267,10.409528086,10.357144959,10.506838201,13.280714606,13.652600173,12.047841137,-2.871186521,-3.295455214,-1.541002936,0.6025947019,1.0945619104,1.3308661721,5.3760899875,6.5791409454,12.199606577,5.9786846894,7.6737028559,13.530472749
050,3,5,13,129,Georgia,Gordon County,57544,57722,58239,58855,59757,178,517,616,902,147,640,655,660,155,739,759,688,-8,-99,-104,-28,3,45,46,64,182,556,673,867,185,601,719,931,1,15,1,-1,489,489,492,491,490,11.038193876,11.187592874,11.12872222,12.745664491,12.963943498,11.60084983,-1.707470615,-1.776350624,-0.472127609,0.7761230069,0.7856935454,1.0791488214,9.5894309294,11.495038174,14.619094189,10.365553936,12.28073172,15.698243011
050,3,5,13,131,Georgia,Grady County,26236,26224,25850,25994,26066,-12,-374,144,72,74,293,298,298,66,359,351,328,8,-66,-53,-30,0,2,17,37,-22,-308,192,64,-22,-306,209,101,2,-2,-12,1,183,183,133,150,158,11.253216576,11.496026541,11.448328851,13.788070822,13.540621866,12.600845179,-2.534854246,-2.044595324,-1.152516327,0.076813765,0.6558135946,1.4214368037,-11.82931981,7.4068358923,2.4587014983,-11.75250605,8.0626494869,3.880138302
050,3,5,13,133,Georgia,Greene County,18913,19028,19544,20111,20722,115,516,567,611,27,143,139,141,53,280,275,254,-26,-137,-136,-113,0,11,19,30,164,676,650,691,164,687,669,721,-23,-34,34,3,102,102,99,99,94,7.4147049673,7.0104652629,6.9061788259,14.518303433,13.86962552,12.440917885,-7.103598465,-6.859160257,-5.534739059,0.5703619206,0.9582650359,1.4693997502,35.051332573,32.782751229,33.845174246,35.621694493,33.741016265,35.314573997
050,3,5,13,135,Georgia,Gwinnett County,957306,958359,965338,976173,983526,1053,6979,10835,7353,2647,10737,11385,11245,1361,6043,5929,5081,1286,4694,5456,6164,186,1907,5591,6165,-599,-107,276,-5069,-413,1800,5867,1096,180,485,-488,93,6130,5977,4916,5531,5934,11.162880641,11.727978878,11.47625222,6.2826942081,6.1076141212,5.1854902207,4.8801864327,5.6203647571,6.2907619997,1.9826407173,5.7594317004,6.2917825646,-0.11124413,0.2843146395,-5.173243442,1.8713965869,6.0437463398,1.1185391226
050,3,5,13,137,Georgia,Habersham County,46034,46142,46748,47465,48757,108,606,717,1292,134,489,530,526,160,569,601,552,-26,-80,-71,-26,3,42,82,107,130,647,707,1212,133,689,789,1319,1,-3,-1,-1,2904,2904,2814,2505,2739,10.528582194,11.251101228,10.933050654,12.251049629,12.758324223,11.473467606,-1.722467435,-1.507222995,-0.540416952,0.9042954032,1.7407364164,2.2240236121,13.930455377,15.008544468,25.191744092,14.83475078,16.749280885,27.415767704
050,3,5,13,139,Georgia,Hall County,202889,203473,207080,212621,217267,584,3607,5541,4646,613,2507,2698,2694,475,2052,2012,1758,138,455,686,936,4,122,477,671,417,3062,4217,3027,421,3184,4694,3698,25,-32,161,12,2606,2606,2296,2453,2396,12.212795912,12.856771845,12.533497097,9.9962733192,9.5877779657,8.1788744975,2.2165225927,3.268993879,4.3546225994,0.5943203435,2.2730467642,3.1217433378,14.916466327,20.095258291,14.082737829,15.510786671,22.368305055,17.204481167
050,3,5,13,141,Georgia,Hancock County,8736,8711,8677,8417,8676,-25,-34,-260,259,12,51,51,51,65,183,159,148,-53,-132,-108,-97,0,0,1,2,30,98,-159,353,30,98,-158,355,-2,0,6,1,1281,1281,1351,1152,1315,5.8661145618,5.967005967,5.9673550576,21.04899931,18.603018603,17.317030363,-15.18288475,-12.63601264,-11.34967531,0,0.117000117,0.2340139238,11.272141707,-18.6030186,41.303457556,11.272141707,-18.48601849,41.53747148
050,3,5,13,143,Georgia,Haralson County,29917,30036,30595,31355,32038,119,559,760,683,83,359,346,345,102,465,447,418,-19,-106,-101,-73,0,-2,-2,-1,144,685,832,759,144,683,830,758,-6,-18,31,-2,149,149,148,179,179,11.842126965,11.170298628,10.884482514,15.33868813,14.430992736,13.187575915,-3.496561165,-3.260694108,-2.303093401,-0.065972852,-0.0645682,-0.031549225,22.595701869,26.860371267,23.94586153,22.529729017,26.795803067,23.914312306
050,3,5,13,145,Georgia,Harris County,34666,34898,35589,36257,36654,232,691,668,397,69,302,311,305,95,372,364,334,-26,-70,-53,-29,2,6,17,19,273,768,689,410,275,774,706,429,-17,-13,15,-3,471,471,389,433,453,8.5689559777,8.6574061186,8.3663644718,10.555137827,10.13278401,9.1618548641,-1.986181849,-1.475377892,-0.795490392,0.1702441585,0.4732344181,0.5211833605,21.791252288,19.179912591,11.246588306,21.961496446,19.653147009,11.767771667
